"","URN","not_sustained_rate","urban_rural","denomination","FSM","White_British","region_name","school_name","headcount","susp_rate","KS2_history","Attainment_8","Progress_8","selective","POSTCODE","post16","school_sex","type","Ofsted_rating","sen_support","LSOA11","IMD"
"113",125271,4.95049504950495,"(England/Wales) Urban city and town","No religious character","17.6","71.1","South East","Ash Manor School",1173,13.81074,105,"51.5",0.4,0,"GU12 6QH",0,"Mixed","Community school","Good",16.2489196197061,"E01030422",8
"114",125273,4.7008547008547,"(England/Wales) Urban city and town","No religious character","15.6","76.3","South East","Oakwood School",1568,3.57143,104,"43.3",-0.28,0,"RH6 9AE",0,"Mixed","Community school","Good",9.9236641221374,"E01030581",10
"115",125259,0,"(England/Wales) Urban city and town","No religious character","9.6","82.9",NA,NA,NA,NA,103.8,"53",0.64,0,"GU6 7AN",0,"Mixed","Community school","Good",18.9473684210526,"E01030872",7
"116",139993,4.20168067226891,"(England/Wales) Urban major conurbation","No religious character","17.2","53.8","South East","Woking High School",1197,3.50877,106.6,"54.5",0.32,0,"GU21 4TJ",0,"Mixed","Academy converter","Good",14.4166666666667,"E01030966",10
"117",142284,1.72413793103448,"(England/Wales) Urban major conurbation","No religious character","26.7","35.9","South East","The Bishop David Brown School",780,0.76923,102.7,"43.4",0.03,0,"GU21 5RF",0,"Mixed","Academy converter","Good",20.7692307692308,"E01030984",5
"118",139193,1.66666666666667,"(England/Wales) Urban city and town","No religious character","8.4","63.5","South East","Guildford County School",1222,2.86416,107.4,"60.9",0.72,0,"GU2 4LU",1,"Mixed","Academy converter","Outstanding",13.3825944170772,"E01030452",7
"119",143901,0.432900432900433,"(England/Wales) Urban city and town","No religious character","10.5","79","South East","The Ashcombe School",1498,1.53538,107,"54",0.26,0,"RH4 1LY",1,"Mixed","Academy converter","Good",15.7754010695187,"E01030533",10
"120",142315,4.18006430868167,"(England/Wales) Urban city and town","No religious character","16.8","86.8","South East","Oxted School",1723,9.75044,105.4,"45.7",-0.27,0,"RH8 0AB",1,"Mixed","Academy converter","Good",14.2271662763466,"E01030836",8
"121",138491,2.28571428571429,"(England/Wales) Urban major conurbation","Church of England","6.1","61.5","South East","The Bishop Wand Church of England School",1183,1.94421,105.6,"53.1",0.4,0,"TW16 6LT",1,"Mixed","Academy converter","Good",12.1930567315834,"E01030717",6
"122",125281,10.1449275362319,"(England/Wales) Urban city and town","Church of England","18.5","83.1",NA,NA,NA,NA,104.6,"39.8",-0.59,0,"RH4 3DG",0,"Mixed","Voluntary aided school","Good",21.7391304347826,"E01030535",10
"123",137019,3.7037037037037,"(England/Wales) Rural town and fringe","No religious character","11.4","81.9","South East","Rodborough",899,18.79867,106.3,"55.9",0.52,0,"GU8 5BZ",0,"Mixed","Academy converter","Good",10.9253065774805,"E01030939",10
"124",137314,8.7378640776699,"(England/Wales) Rural hamlet and isolated dwellings","No religious character","11.8","86.8","South East","Woolmer Hill School",889,5.96175,104.8,"56.6",0.88,0,"GU27 1QB",0,"Mixed","Academy converter","Good",17.2297297297297,"E01030929",9
"125",144741,8.84955752212389,"(England/Wales) Urban major conurbation","No religious character","18.3","65.5","South East","Chertsey High School",875,10.05714,106.2,"50.9",-0.03,0,"KT15 2EP",0,"Mixed","Free schools","Good",16.324200913242,"E01030651",7
"126",125314,1.73611111111111,"(England/Wales) Urban major conurbation","No religious character","16","70.3","South East","The Winston Churchill School A Specialist Sports College",1523,5.84373,104.8,"47.5",-0.01,0,"GU21 8TL",0,"Mixed","Foundation school","Good",11.2204724409449,"E01030960",9
"127",138765,8.57142857142857,"(England/Wales) Urban major conurbation","No religious character","23.4","67.4","South East","The Matthew Arnold School",1001,14.58541,104.2,"43.2",-0.25,0,"TW18 1PF",0,"Mixed","Academy converter","Good",9.34010152284264,"E01030741",7
"128",137855,2.24215246636771,"(England/Wales) Urban major conurbation","No religious character","5.3","75.8","South East","Hinchley Wood School",1354,1.84638,107.9,"60.6",0.68,0,"KT10 0AQ",1,"Mixed","Academy converter","Outstanding",9.23190546528804,"E01030319",10
"129",141200,7.46268656716418,"(England/Wales) Urban city and town","No religious character","26.7","70.7","South East","Kings College Guildford",542,20.4797,104,"46.7",-0.03,0,"GU2 8DU",0,"Mixed","Academy sponsor led","Good",39.8886827458256,"E01030496",5
"130",140123,4.22535211267606,"(England/Wales) Urban city and town","No religious character","16.3","87.5","West Midlands","Alleyne's Academy",883,4.07701,104.2,"46.3",0.06,0,"ST15 8DT",1,"Mixed","Academy converter","Good",11.3507377979569,"E01029746",6
"131",149376,4.375,"(England/Wales) Urban city and town","No religious character","13.6","93.6","West Midlands","Blythe Bridge High School",1038,4.33526,105.6,"47.9",-0.08,0,"ST11 9PW",1,"Mixed","Academy converter","",10.0580270793037,"E01029798",7
"132",140154,2.65486725663717,"(England/Wales) Rural town and fringe","No religious character","11.8","89.9","West Midlands","Madeley High School",731,3.28317,106.8,"53.8",0.29,0,"CW3 9JJ",0,"Mixed","Academy converter","Good",6.97674418604651,"E01029573",9
"133",138435,5.98290598290598,"(England/Wales) Urban city and town","No religious character","39.5","88.7","West Midlands","Tamworth Enterprise College and AET Academy",618,7.11974,103.1,"36.3",-0.65,0,"B77 2NE",0,"Mixed","Academy sponsor led","Requires improvement",15.1612903225806,"E01029829",5
"134",137356,9.13705583756345,"(England/Wales) Urban city and town","No religious character","19.4","95.6","West Midlands","Biddulph High School",777,12.22651,105.4,"40.4",-0.75,0,"ST8 7AR",1,"Mixed","Academy converter","Good",8.07291666666667,"E01029771",7
"135",141342,1.6,"(England/Wales) Rural town and fringe","No religious character","15.7","92.7","West Midlands","Kinver High School and Sixth Form",730,2.60274,104.6,"49.1",0.27,0,"DY7 6AA",1,"Mixed","Academy sponsor led","Good",15.4696132596685,"E01029650",8
"136",146635,9.52380952380952,"(England/Wales) Urban city and town","No religious character","24.3","94.3","West Midlands","Kidsgrove Secondary School",301,4.31894,103,"38.8",-0.52,0,"ST7 4DL",0,"Mixed","Academy converter","Good",14.3333333333333,"E01029561",3
"137",139234,5.66037735849057,"(England/Wales) Rural town and fringe","No religious character","13.9","79.4","West Midlands","The JCB Academy",823,8.86999,104.6,"42.5",-0.47,0,"ST14 5JX",1,"Mixed","University technical college","Good",14.1636141636142,"E01029423",5
"138",142987,3.30188679245283,"(England/Wales) Urban city and town","No religious character","6.2","81.6","West Midlands","Walton High School",1265,3.39921,106.7,"48.4",-0.28,0,"ST17 0LJ",1,"Mixed","Academy converter","Good",10.2848101265823,"E01029731",10
"139",146235,3.6036036036036,"(England/Wales) Urban city and town","Roman Catholic","22.2","70.7","West Midlands","Blessed Robert Sutton Catholic Voluntary Academy",593,8.4317,104.6,"50.2",0.28,0,"DE15 9SD",0,"Mixed","Academy converter","Outstanding",12.141652613828,"E01029449",5
"140",142755,4.65116279069767,"(England/Wales) Urban city and town","No religious character","12.5","92.2","West Midlands","Westwood College",788,12.05584,104.2,"44.6",-0.15,0,"ST13 8NP",1,"Mixed","Academy converter","Requires improvement",7.27040816326531,"E01029815",8
"141",149989,5,"(England/Wales) Urban major conurbation","Roman Catholic","26","86.6","West Midlands","Cardinal Griffin Catholic College",803,12.32877,103.4,"41.2",-0.32,0,"WS11 4AW",1,"Mixed","Academy converter","",10.519801980198,"E01029364",9
"142",138936,5.08474576271187,"(England/Wales) Urban city and town","No religious character","22.8","88.6","West Midlands","The Wilnecote School",911,9.98902,103.4,"39.8",-0.43,0,"B77 5LF",0,"Mixed","Academy converter","Good",18.2618261826183,"E01029867",4
"143",146443,6.43564356435644,"(England/Wales) Urban major conurbation","No religious character","16.9","89.9","West Midlands","Cheslyn Hay Academy",1276,12.14734,105.4,"46.1",-0.22,0,"WS6 7JQ",1,"Mixed","Academy converter","Good",11.2787926926132,"E01029621",6
"144",146907,4.92610837438424,"(England/Wales) Urban city and town","No religious character","17.6","86.7","West Midlands","The Friary School",1239,2.17918,105.5,"57.4",0.85,0,"WS13 7EW",1,"Mixed","Academy converter","Good",9.25324675324675,"E01029492",2
"145",124395,7.95454545454545,"(England/Wales) Rural town and fringe","No religious character","33.7","93.3","West Midlands","Norton Canes High School",456,13.81579,101.8,"36.9",-0.49,0,"WS11 9SP",1,"Mixed","Community school","Requires improvement",17.3719376391982,"E01029394",4
"146",144988,4.34782608695652,"(England/Wales) Urban major conurbation","No religious character","34","88.3","West Midlands","Great Wyrley Academy",558,35.66308,102.1,"41",-0.08,0,"WS6 6LQ",1,"Mixed","Academy sponsor led","Good",14.7482014388489,"E01029641",8
"147",124392,5.06329113924051,"(England/Wales) Urban city and town","No religious character","21.8","20.5","West Midlands","Paget High School",703,11.80654,101.7,"39",-0.19,0,"DE14 3DR",1,"Mixed","Community school","Good",10.8757062146893,"E01029416",8
"148",137146,8.39160839160839,"(England/Wales) Urban city and town","No religious character","25.5","75.9","West Midlands","Landau Forte Academy, QEMS",935,11.22995,104.3,"46.9",0.06,0,"B79 8AH",0,"Mixed","Academy sponsor led","Good",11.4718614718615,"E01029853",6
"149",136323,1.54440154440154,"(England/Wales) Rural town and fringe","No religious character","9.5","79.7","West Midlands","John Taylor High School",1517,1.91167,107.1,"56.7",0.49,0,"DE13 8AZ",1,"Mixed","Academy converter","Outstanding",7.53968253968254,"E01029441",8
"150",144002,4.51127819548872,"(England/Wales) Urban city and town","No religious character","12.9","93.3","West Midlands","Thomas Alleyne's High School",1005,6.66667,104.2,"42.8",-0.38,0,"ST14 8DU",1,"Mixed","Academy converter","Good",15.8841158841159,"E01029460",8
"151",137164,8.33333333333333,"(England/Wales) Urban major conurbation","No religious character","41","90.6","West Midlands","Staffordshire University Academy",672,8.63095,102.6,"35.8",-0.74,0,"WS12 4JH",1,"Mixed","Academy sponsor led","Good",15.7814871016692,"E01029384",8
"152",142015,8.94308943089431,"(England/Wales) Urban city and town","No religious character","23.4","87.9","West Midlands","The Orme Academy",749,9.61282,104.4,"41.2",-0.46,0,"ST5 9JU",0,"Mixed","Academy sponsor led","Good",14.018691588785,"E01029612",8
"153",142313,3.15789473684211,"(England/Wales) Urban major conurbation","No religious character","17.3","93.2","West Midlands","Kingsmead School",1417,0.91743,104.7,"51.3",0.43,0,"WS12 1DH",1,"Mixed","Academy converter","Good",11.8523775727466,"E01029393",7
"154",137553,2.90697674418605,"(England/Wales) Urban city and town","No religious character","17.7","86.8","West Midlands","The Weston Road Academy",971,7.00309,104.8,"46",-0.09,0,"ST18 0YG",1,"Mixed","Academy converter","Good",14.020618556701,"E01029732",8
"155",140802,4.71204188481675,"(England/Wales) Urban city and town","Roman Catholic","20","60.1","West Midlands","St John Fisher Catholic College",1095,13.24201,104.7,"43.5",-0.4,0,"ST5 2SJ",1,"Mixed","Academy converter","Requires improvement",10.9689213893967,"E01029555",4
"156",137100,10,"(England/Wales) Urban city and town","No religious character","26.3","90.3","West Midlands","The Hart School",1277,14.80031,103.7,"44.5",-0.06,0,"WS15 2UE",1,"Mixed","Academy sponsor led","Good",14.1950832672482,"E01029370",8
"157",147574,3.87096774193548,"(England/Wales) Urban city and town","No religious character","24.7","73.8","West Midlands","Paulet High School",928,9.05172,104.5,"40.3",-0.69,0,"DE15 9RT",1,"Mixed","Academy converter","Good",10.5945945945946,"E01029449",5
"158",136136,10.8974358974359,"(England/Wales) Urban city and town","No religious character","35.4","86.6","West Midlands","Landau Forte Academy, Amington",955,9.73822,102.9,"37.4",-0.58,0,"B77 4FF",0,"Mixed","Academy sponsor led","Good",14.8777895855473,"E01029844",7
"159",136959,12.9032258064516,"(England/Wales) Urban city and town","No religious character","23.5","92.9","West Midlands","The Cheadle Academy",427,9.83607,103,"37",-0.68,0,"ST10 1LH",1,"Mixed","Academy converter","Good",16.3120567375887,"E01029787",3
"160",146493,11.0091743119266,"(England/Wales) Urban city and town","No religious character","35.2","81.9","West Midlands","Nether Stowe School",763,5.24246,104.4,"38.3",-0.72,0,"WS13 7NB",1,"Mixed","Academy converter","Requires improvement",16.9069462647444,"E01029501",5
"161",143899,5.83333333333333,"(England/Wales) Urban major conurbation","No religious character","21.4","92.7","West Midlands","Chase Terrace Academy",1281,8.66511,104.2,"41.3",-0.46,0,"WS7 2DB",1,"Mixed","Academy converter","Requires improvement",13.0503144654088,"E01029490",7
"162",148402,7.52688172043011,"(England/Wales) Urban city and town","Church of England","30.6","87.8","West Midlands","The King's CofE Academy",770,2.98701,104.1,"38.2",-0.74,0,"ST7 1DP",1,"Mixed","Academy converter","Good",12.8104575163399,"E01029543",2
"163",136414,5.38922155688623,"(England/Wales) Urban city and town","No religious character","21.9","58.2","West Midlands","The de Ferrers Academy",2488,3.29582,103.5,"45.4",0.05,0,"DE13 0LL",1,"Mixed","Academy converter","Good",9.93109039319011,"E01029437",3
"164",141343,8.98203592814371,"(England/Wales) Urban major conurbation","No religious character","15.4","93.1","West Midlands","Wombourne High School",1082,7.20887,103.4,"44",-0.08,0,"WV5 8BJ",1,"Mixed","Academy sponsor led","Good",12.9990714948932,"E01029674",10
"165",145381,3.33333333333333,"(England/Wales) Rural hamlet and isolated dwellings","No religious character","12.2","90.7","West Midlands","Wolgarston High School",832,5.16827,104.2,"49.2",0.37,0,"ST19 5RX",1,"Mixed","Academy converter","Good",10.5326876513317,"E01029655",7
"166",124467,16.3934426229508,"(England/Wales) Urban city and town","No religious character","40.7","84.2","West Midlands","Stafford Manor High School",454,26.65198,103.1,"32",-1.17,0,"ST17 9DJ",1,"Mixed","Foundation school","Requires improvement",17.6339285714286,"E01029727",2
"167",142193,4.79452054794521,"(England/Wales) Urban city and town","Roman Catholic","21.9","74.8","West Midlands","Blessed William Howard Catholic School",948,3.16456,106.5,"54.5",0.4,0,"ST17 9AB",1,"Mixed","Academy converter","Good",13.8801261829653,"E01029738",9
"168",124408,2.77777777777778,"(England/Wales) Urban city and town","No religious character","10.9","85","West Midlands","King Edward VI School",1634,1.71359,106.8,"53.1",0.17,0,"WS14 9EE",1,"Mixed","Community school","Good",7.85276073619632,"E01029519",8
"169",138729,2.77777777777778,"(England/Wales) Urban city and town","Roman Catholic","11.5","83.7","West Midlands","Painsley Catholic College",1327,1.95931,106.9,"57",0.51,0,"ST10 1LH",1,"Mixed","Academy converter","Good",7.32075471698113,"E01029787",3
"170",145047,2.47933884297521,"(England/Wales) Rural town and fringe","No religious character","20.7","93.5","West Midlands","Sir Thomas Boughey Academy",492,15.65041,103.2,"39.3",-0.46,0,"ST7 8AP",0,"Mixed","Academy converter","Good",8.33333333333333,"E01029556",6
"171",142711,5.76923076923077,"(England/Wales) Urban city and town","No religious character","25.6","95.3","West Midlands","Leek High School",279,25.44803,102.1,"30.8",-1.13,0,"ST13 6EU",1,"Mixed","Academy converter","Requires improvement",10.5454545454545,"E01029806",7
"172",124449,9.09090909090909,"(England/Wales) Urban city and town","No religious character","28.1","57","West Midlands","Abbot Beyne School",822,7.17762,102.1,"38.4",-0.27,0,"DE15 0JL",1,"Mixed","Voluntary controlled school","Good",11.9458128078818,"E01029471",6
